stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\mathe\source\repos\testando codigo\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.18423] added dtor for sub_bitmap 000001F56BA7C4E0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18429] added dtor for sub_bitmap 000001F56BA7B940, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18435] added dtor for sub_bitmap 000001F56BA7BB30, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18444] added dtor for sub_bitmap 000001F56BA7BD20, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18450] added dtor for sub_bitmap 000001F56BA7C8C0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18458] added dtor for sub_bitmap 000001F56BA7D080, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18466] added dtor for sub_bitmap 000001F56BA7D270, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18472] added dtor for sub_bitmap 000001F56BA7D460, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18481] added dtor for sub_bitmap 000001F56BA806A0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18488] added dtor for sub_bitmap 000001F56BA804B0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18494] added dtor for sub_bitmap 000001F56BA7F530, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18501] added dtor for sub_bitmap 000001F56BA7FCF0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18508] added dtor for sub_bitmap 000001F56BA7ED70, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18515] added dtor for sub_bitmap 000001F56BA80890, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18523] added dtor for sub_bitmap 000001F56BA7F910, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18530] added dtor for sub_bitmap 000001F56BA80A80, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18537] added dtor for sub_bitmap 000001F56BA7EF60, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18543] added dtor for sub_bitmap 000001F56BA7FEE0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18553] added dtor for sub_bitmap 000001F56BA802C0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18563] added dtor for sub_bitmap 000001F56BA7F150, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18569] added dtor for sub_bitmap 000001F56BA7F340, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18575] added dtor for sub_bitmap 000001F56BA800D0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18581] added dtor for sub_bitmap 000001F56BA7FB00, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18590] added dtor for sub_bitmap 000001F56BA7F720, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18599] added dtor for sub_bitmap 000001F56B97A2A0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18606] added dtor for sub_bitmap 000001F56B977420, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18613] added dtor for sub_bitmap 000001F56B976880, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18620] added dtor for sub_bitmap 000001F56B97A490, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18629] added dtor for sub_bitmap 000001F56B977FC0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18635] added dtor for sub_bitmap 000001F56B979320, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18642] added dtor for sub_bitmap 000001F56B979510, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18648] added dtor for sub_bitmap 000001F56B979700, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18656] added dtor for sub_bitmap 000001F56B9798F0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18665] added dtor for sub_bitmap 000001F56B977BE0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18683] added dtor for sub_bitmap 000001F56B979AE0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18696] added dtor for sub_bitmap 000001F56B979CD0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18708] added dtor for sub_bitmap 000001F56B979EC0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18720] added dtor for sub_bitmap 000001F56B977610, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18756] added dtor for sub_bitmap 000001F56B97A0B0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18762] added dtor for sub_bitmap 000001F56B976A70, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18776] added dtor for sub_bitmap 000001F56B976C60, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18783] added dtor for sub_bitmap 000001F56B9783A0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18789] added dtor for sub_bitmap 000001F56B978B60, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18795] added dtor for sub_bitmap 000001F56B977230, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18802] added dtor for sub_bitmap 000001F56B976E50, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18809] added dtor for sub_bitmap 000001F56B977040, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18815] added dtor for sub_bitmap 000001F56B9781B0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18820] added dtor for sub_bitmap 000001F56B978780, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18826] added dtor for sub_bitmap 000001F56B977800, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18833] added dtor for sub_bitmap 000001F56B9779F0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18839] added dtor for sub_bitmap 000001F56B978590, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18845] added dtor for sub_bitmap 000001F56B977DD0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18853] added dtor for sub_bitmap 000001F56B978970, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18859] added dtor for sub_bitmap 000001F56B978D50, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18866] added dtor for sub_bitmap 000001F56B978F40, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18872] added dtor for sub_bitmap 000001F56B979130, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18880] added dtor for sub_bitmap 000001F56BA88380, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18887] added dtor for sub_bitmap 000001F56BA87DB0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18897] added dtor for sub_bitmap 000001F56BA89AC0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18909] added dtor for sub_bitmap 000001F56BA88570, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18925] added dtor for sub_bitmap 000001F56BA88760, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18931] added dtor for sub_bitmap 000001F56BA8AC30, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18937] added dtor for sub_bitmap 000001F56BA88190, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18942] added dtor for sub_bitmap 000001F56BA8AE20, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18949] added dtor for sub_bitmap 000001F56BA8B9C0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18956] added dtor for sub_bitmap 000001F56BA898D0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18962] added dtor for sub_bitmap 000001F56BA87FA0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18970] added dtor for sub_bitmap 000001F56BA8B7D0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18977] added dtor for sub_bitmap 000001F56BA8AA40, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18984] added dtor for sub_bitmap 000001F56BA88F20, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18990] added dtor for sub_bitmap 000001F56BA8B5E0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.18996] added dtor for sub_bitmap 000001F56BA88B40, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19004] added dtor for sub_bitmap 000001F56BA89110, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19011] added dtor for sub_bitmap 000001F56BA89300, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19017] added dtor for sub_bitmap 000001F56BA88950, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19023] added dtor for sub_bitmap 000001F56BA894F0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19039] added dtor for sub_bitmap 000001F56BA89CB0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19044] added dtor for sub_bitmap 000001F56BA88D30, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19051] added dtor for sub_bitmap 000001F56BA8B010, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19058] added dtor for sub_bitmap 000001F56BA896E0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19064] added dtor for sub_bitmap 000001F56BA8B200, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19071] added dtor for sub_bitmap 000001F56BA89EA0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19078] added dtor for sub_bitmap 000001F56BA8A280, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19084] added dtor for sub_bitmap 000001F56BA8A090, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19090] added dtor for sub_bitmap 000001F56BA8A470, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19096] added dtor for sub_bitmap 000001F56BA8A660, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19111] added dtor for sub_bitmap 000001F56BA8B3F0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19122] added dtor for sub_bitmap 000001F56BA8A850, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19132] added dtor for sub_bitmap 000001F56BA908D0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19149] added dtor for sub_bitmap 000001F56BA90AC0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19157] added dtor for sub_bitmap 000001F56BA8F570, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19163] added dtor for sub_bitmap 000001F56BA8EFA0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19172] added dtor for sub_bitmap 000001F56BA91850, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19179] added dtor for sub_bitmap 000001F56BA90300, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19187] added dtor for sub_bitmap 000001F56BA8F190, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19198] added dtor for sub_bitmap 000001F56BA8F380, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19209] added dtor for sub_bitmap 000001F56BA90CB0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19216] added dtor for sub_bitmap 000001F56BA91470, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19229] added dtor for sub_bitmap 000001F56BA8EBC0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19237] added dtor for sub_bitmap 000001F56BA8FF20, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19244] added dtor for sub_bitmap 000001F56BA8E210, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19251] added dtor for sub_bitmap 000001F56BA91660, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19262] added dtor for sub_bitmap 000001F56BA91090, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19269] added dtor for sub_bitmap 000001F56BA8E5F0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19276] added dtor for sub_bitmap 000001F56BA8F760, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19284] added dtor for sub_bitmap 000001F56BA90EA0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19290] added dtor for sub_bitmap 000001F56BA91A40, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19297] added dtor for sub_bitmap 000001F56BA8FB40, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19309] added dtor for sub_bitmap 000001F56BA91280, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19316] added dtor for sub_bitmap 000001F56BA91C30, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19322] added dtor for sub_bitmap 000001F56BA91E20, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19331] added dtor for sub_bitmap 000001F56BA904F0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19340] added dtor for sub_bitmap 000001F56BA8E400, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19346] added dtor for sub_bitmap 000001F56BA8F950, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19354] added dtor for sub_bitmap 000001F56BA8E9D0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19361] added dtor for sub_bitmap 000001F56BA8FD30, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19369] added dtor for sub_bitmap 000001F56BA90110, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19377] added dtor for sub_bitmap 000001F56BA8E7E0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19383] added dtor for sub_bitmap 000001F56BA906E0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19389] added dtor for sub_bitmap 000001F56BA8EDB0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19398] added dtor for sub_bitmap 000001F56BA972A0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19406] added dtor for sub_bitmap 000001F56BA94FC0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19415] added dtor for sub_bitmap 000001F56BA96EC0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19422] added dtor for sub_bitmap 000001F56BA953A0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19427] added dtor for sub_bitmap 000001F56BA96AE0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19435] added dtor for sub_bitmap 000001F56BA970B0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19442] added dtor for sub_bitmap 000001F56BA94DD0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19451] added dtor for sub_bitmap 000001F56BA94800, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19457] added dtor for sub_bitmap 000001F56BA95F40, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19463] added dtor for sub_bitmap 000001F56BA951B0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19470] added dtor for sub_bitmap 000001F56BA96130, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19476] added dtor for sub_bitmap 000001F56BA95590, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19482] added dtor for sub_bitmap 000001F56BA95780, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19489] added dtor for sub_bitmap 000001F56BA949F0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19495] added dtor for sub_bitmap 000001F56BA97490, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19501] added dtor for sub_bitmap 000001F56BA97C50, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19507] added dtor for sub_bitmap 000001F56BA97680, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19514] added dtor for sub_bitmap 000001F56BA97870, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19519] added dtor for sub_bitmap 000001F56BA968F0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19528] added dtor for sub_bitmap 000001F56BA96CD0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19536] added dtor for sub_bitmap 000001F56BA94230, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19542] added dtor for sub_bitmap 000001F56BA97A60, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19547] added dtor for sub_bitmap 000001F56BA95970, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19554] added dtor for sub_bitmap 000001F56BA97E40, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19563] added dtor for sub_bitmap 000001F56BA94610, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19570] added dtor for sub_bitmap 000001F56BA94420, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19577] added dtor for sub_bitmap 000001F56BA94BE0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19585] added dtor for sub_bitmap 000001F56BA95B60, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19591] added dtor for sub_bitmap 000001F56BA95D50, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19597] added dtor for sub_bitmap 000001F56BA96320, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19604] added dtor for sub_bitmap 000001F56BA96510, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19610] added dtor for sub_bitmap 000001F56BA96700, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19617] added dtor for sub_bitmap 000001F56BA9A650, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19624] added dtor for sub_bitmap 000001F56BA9CB20, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19630] added dtor for sub_bitmap 000001F56BA9FD80, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19636] added dtor for sub_bitmap 000001F56BA9AA30, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19643] added dtor for sub_bitmap 000001F56BA9D4D0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19649] added dtor for sub_bitmap 000001F56BA9DC90, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19654] added dtor for sub_bitmap 000001F56BA9C170, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19660] added dtor for sub_bitmap 000001F56BA9BF80, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19666] added dtor for sub_bitmap 000001F56BAA1C80, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19673] added dtor for sub_bitmap 000001F56BA9FB90, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19678] added dtor for sub_bitmap 000001F56BAA2060, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19685] added dtor for sub_bitmap 000001F56BA9D2E0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19690] added dtor for sub_bitmap 000001F56BA9F9A0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19696] added dtor for sub_bitmap 000001F56BAA0B10, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19703] added dtor for sub_bitmap 000001F56BA9E830, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19711] added dtor for sub_bitmap 000001F56BA9CD10, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19718] added dtor for sub_bitmap 000001F56BA9D6C0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19725] added dtor for sub_bitmap 000001F56BAA0540, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19732] added dtor for sub_bitmap 000001F56BAA0EF0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19738] added dtor for sub_bitmap 000001F56BAA0160, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19745] added dtor for sub_bitmap 000001F56BA9E070, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19754] added dtor for sub_bitmap 000001F56BA9C930, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19760] added dtor for sub_bitmap 000001F56BA9EFF0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19767] added dtor for sub_bitmap 000001F56BAA12D0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19774] added dtor for sub_bitmap 000001F56BA9FF70, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19779] added dtor for sub_bitmap 000001F56BA9BBA0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19784] added dtor for sub_bitmap 000001F56BA9B000, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19790] added dtor for sub_bitmap 000001F56BA9CF00, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19796] added dtor for sub_bitmap 000001F56BAA14C0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19802] added dtor for sub_bitmap 000001F56BA9EA20, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19808] added dtor for sub_bitmap 000001F56BA9C550, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19815] added dtor for sub_bitmap 000001F56BA9C740, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19821] added dtor for sub_bitmap 000001F56BAA0350, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19827] added dtor for sub_bitmap 000001F56BAA0D00, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19834] added dtor for sub_bitmap 000001F56BA9BD90, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19847] added dtor for sub_bitmap 000001F56BA9E260, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19854] added dtor for sub_bitmap 000001F56BA9A840, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19863] added dtor for sub_bitmap 000001F56BAA10E0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19869] added dtor for sub_bitmap 000001F56BA9EC10, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19875] added dtor for sub_bitmap 000001F56BA9E450, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19881] added dtor for sub_bitmap 000001F56BA9AE10, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19887] added dtor for sub_bitmap 000001F56BA9F3D0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19893] added dtor for sub_bitmap 000001F56BAA0730, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19904] added dtor for sub_bitmap 000001F56BAA0920, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19911] added dtor for sub_bitmap 000001F56BA9D0F0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19918] added dtor for sub_bitmap 000001F56BA9F5C0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19924] added dtor for sub_bitmap 000001F56BA9D8B0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19931] added dtor for sub_bitmap 000001F56BA9DAA0, func 00007FF9BA87118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19937] added dtor for sub_bitmap 000001F56BA9DE80, func 00007FF9BA87118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.19943] removed dtor for bitmap 000001F56B9FF7D0
dtor     D               dtor.c:196  _al_register_destructor          [   0.19950] added dtor for font 000001F56B95CB50, func 00007FF9E0B1128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.19958] removed dtor for bitmap 000001F56B9E5AB0
dtor     D               dtor.c:196  _al_register_destructor          [   0.19965] added dtor for timer 000001F567EB87C0, func 00007FF9BA871050
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.19972] opening ./fantasma.bmp rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.19996] opening ./fantasma.bmp rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.20011] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.20016] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.20022] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.20029] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.20034] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.20039] Fake format
